Left BlindSpot,Right BlindSpot,Left BlindSpot Bike,Right BlindSpot Bike,Both BlindSpots,Both BlindSpots Bike,Front+AF8-Collision,Front+AF8-Distance,Front+AF8-Collision+AF8-Truck,Front+AF8-Distance+AF8-Truck,Front+AF8-Collision+AF8-Bike,Front+AF8-Distance+AF8-Bike,Front+AF8-Collision+AF8-Bus,Front+AF8-Distance+AF8-Bus,Front+AF8-Collision+AF8-Traffic,Front+AF8-Distance+AF8-Traffic,Front+AF8-Collision+AF8-Night,Front+AF8-Distance+AF8-Night
325,595,170,332,85,16,89,152,11,15,6,52,6,7,11,20,12,14
